;;;;;;;;;;;;;x,,
switch_to_army_tech_title;§EMilitary-Industrial Complex§!;Complexe militaro-industriel;Militärisch-industrieller Komplex;;Complejo industrial militar;;;;;;;;;x
switch_to_navy_tech_title;§ESea power & The Merchant Marine§!;Puissance maritime & marine marchande;Seemacht & die Handelsmarine;;El Poder marítimo y la Marina Mercante;;;;;;;;;x
switch_to_culture_tech_title;§EAvantgarde Intelligentsia§!;Intelligentsia d'avant-garde;Avantgardistische Intelligentsia;;Intelectualidad de vanguardia;;;;;;;;;x
switch_to_trade_tech_title;§ETycoon Capitalism & Business Schools§!;Capitalisme poussé et écoles commerciales;Magnats-Kapitalismus & Kaufmannsschulen;;Escuelas de negocios y magnates del Capitalismo;;;;;;;;;x
switch_to_industry_tech_title;§ECorporative Industrialism§!;Industrialisme corporatif;Kooperativer Industrialismus;;Industrialismo corporativo;;;;;;;;;x
greater_naval_bases;Interwar Naval Bases;x
greater_naval_bases_desc;New cranes and tools to assist with construction and maintenance of ships allows more to be maintaned with the same shipyard crew;x
advanced_roads;Prewar Roads;x
advanced_roads_desc;-;x
advanced_roads_2;Interwar Roads I;x
advanced_roads_2_desc;-;x
advanced_roads_3;Interwar Roads II;x
advanced_roads_3_desc;-;x
leave_soi_title;§ELeave Sphere of Influence§!;Quitter la sphère d’influence;Einflusssphäre verlassen;;Abandonar esfera de influencia;;;;;;;;;x
EVTNAME77779071;A More Marxist Approach;x
EVTDESC77779071;With the arrival of a new marxist government, UBI is back on the table for the upperhouse to consider.;x
EVT77779071A;We will share the fruits of our labour amoungst us all;x
upper_house_no_ubi;UBI Vetoed;x
EVTNAME7777914;Capital Supply Depot;x
EVTDESC7777914;We have built large surplus barracks and supply storage for our incoming mobilised armies to be organised and sent to the front.;x
EVT7777914OPTA;Good planning Generals;x
capital_mobilisation;Capital Supply Depot;x
westernize_nation_desc;Our country is under intellectual assault by modernity and the Western World. In the fields of modern technology, industry and military theory, the old traditions and institutions no longer serve us as they used to. Everywhere we turn, western influences spread like wildfire through our nation, our population, and our souls. If we are to remain what we always have been, and not become something else entirely, now is the time to assume control of our own destiny. It has become apparent to the leading members of our intellectual elite, that the only way to turn the tide on the Western Leviathan is to swim with it, for, as Sun Tzu says: The reed that bends before the wind, also offers a form of resistance. §YReload the save (after techs have been returned via events post westernisaion) to reactivate inventions§!;x
reclaim_greece_title;Reclaim Greece;x
reclaim_greece_desc;Greece became independent from our Sultan in 1821, and never have we been able to re-establish control and undo the final borders imposed on us by the 1832 Conference of London. Now we shall.;x
retake_algeria_title;Retake Algeria;x
retake_algeria_desc;The Regency of Algiers was a state in North Africa lasting from 1516 to 1830, when it was conquered by the French. It had been semi-autonomous from 1710 due to the coup of Baba Ali Chaouche. We will now reassert our longstanding claims to Algeria.;x
integrate_algeria_title;Integrate Algeria;x
integrate_algeria_desc;After our victories over the European powers we can now formally annex Algeria under the Porte's control, although some local forces may resist once more.;x
integrate_tatar_crimea_title;Establish Crimea;x
integrate_tatar_crimea_desc;With our control over Crimea secured once more, let us embrace our fellow islamic bretheren of the peninsula.;x
EVTDESC90900;We are now sufficently advanced for the European barbarians to regard us as "Civilised", and so they must respect our right to centralise and reject foreign influence throughout China. §YReload the save (after techs have been returned via events post westernisaion) to reactivate inventions§!;x
annex_black_flag_title;Annex Heiqi Jun;x
annex_black_flag_desc;In light of the French annexation of Indochina, and our historic links with Vietam and the people of the region, we have deemed it appropriate to formally integrate Heiqi Jun into the Empire. This will protect them, and ensure our southern border.;x
perma_disable_the_crises_title;§PPermanently Disable Crises§!;x
perma_disable_the_crises_desc;Prevent any crises from occuring this campaign.;x
post_colonial_westernise_title;Post-Colonial Future;x
post_colonial_westernise_desc;Although we are free of our colonial overlords, our lands and people are foreverchanged. We must work with what we've got to build a brighter future.;x
EVTNAME7777915;A New Republic;x
EVTDESC7777915;The Ottoman Empire is dead, and so are the claims that went with it. We shall focus on building a Turkish Republic, free from foreign domination.;x
EVTOPTA7777915;Lets begin;x
TRK;Turkey;;;;;;;;;;;;x
TRK_democracy;The Republic of Turkey;x
TRK_absolute_monarchy;The Grand Turkish Soverienty;x
TRK_prussian_constitutionalism;The Grand Turkish Soverienty;x
TRK_hms_government;Turkey;x
TRK_presidential_dictatorship;Turkey;x
TRK_bourgeois_dictatorship;Turkey;x
TRK_proletarian_dictatorship;Turkish Socialist Republic;x
TRK_fascist_dictatorship;Turkish Empire;x
TRK_ADJ;Turkish;;;;;;;;;;;;x
TRK_reactionary;Restorationists;x
TRK_conservative;CHP;x
TRK_liberal;CHP;x
TRK_socialist;Socialist Workers' Party;x
TRK_communist;Communist Party;x
TRK_anarcho_liberal;Turkish Liberty;x
TRK_fascist;Tigir:Er;x
mechanical_cotton;Mechanical Cotton Production;x
mechanical_cotton_desc;Egypt under Muhammad Ali in the early 19th century had the fifth most productive cotton industry in the world, in terms of the number of spindles per capita. The industry was initially driven by machinery that relied on traditional energy sources, such as animal power, water wheels, and windmills, which were also the principal energy sources in Western Europe up until around 1870. It was under Muhammad Ali in the early 19th century that steam engines were introduced to the Egyptian cotton industry.;x
interwar_hull;Interwar Hull;x
interwar_hull_shipyard;Interwar Shipyard;x
interwar_hull_shipyard_desc;Shipbuilding has always been a ‘boom and bust’ industry, and the years between the wars were more bust than boom.;x
bronze;Bronze;x
bronze_factory;Bronze Factory;x
bronze_factory_desc;Bronze is an alloy consisting primarily of copper, commonly with about 12–12.5% tin and often with the addition of other metals (such as aluminium, manganese, nickel or zinc) and sometimes non-metals or metalloids such as arsenic, phosphorus or silicon. These additions produce a range of alloys that may be harder than copper alone, or have other useful properties, such as strength, ductility, or machinability.;x
shoes;Boots;x
shoe_factory;Shoe Factory;x
shoe_factory_desc;The shoemaking trade flourished in the eighteenth and early nineteenth centuries but began to be affected by industrialization in the later nineteenth century. Traditional handicraft shoemaking has now been largely superseded in volume of shoes produced by industrial mass production of footwear, but not necessarily in quality, attention to detail, or craftsmanship.;x
pharma_factory;Pharmaceuticals Plant;x
pharma_factory_desc;Pharmacuetical manufacturing is the process of industrial-scale synthesis of pharmaceutical drugs as part of the pharmaceutical industry. The process of drug manufacturing can be broken down into a series of unit operations, such as milling, granulation, coating, tablet pressing, and others.;x
industrial_bronze_production;Industrial Bronze;x
industrial_bronze_production_desc;Bronze, or bronze-like alloys and mixtures, were used for coins over a longer period. Bronze was especially suitable for use in boat and ship fittings prior to the wide employment of stainless steel owing to its combination of toughness and resistance to salt water corrosion. Bronze is still commonly used in ship propellers and submerged bearings.;x
industrial_boots_production;Mass Shoe Production;x
industrial_boots_production_desc;Until the 19th century, shoemaking was a traditional handicraft, but by the century's end, the process had been almost completely mechanized, with production occurring in large factories. Despite the obvious economic gains of mass-production, the factory system produced shoes without the individual differentiation that the traditional shoemaker was able to provide.;x
interwar_hulls;Interwar Hull Construction;x
interwar_hulls_desc;During World War One, many ships sank, so after the war there were a few years when there was high demand for building new ships. However, by the mid 1920s, enough ships had been built to meet demand. This was partly a result of the peace terms, under which Germany was expected to build ships to be distributed among the Allies.;x
medical_equipment;Drug Manufacturing;x
medical_equipment_desc;In the pharmaceutical industry, a wide range of excipients may be blended together with the active pharmaceutical ingredient to create the final blend used to manufacture the solid dosage form. The range of materials that may be blended, presents a number of variables which must be addressed to achieve target product quality attributes.;x
EVTNAME7777916;Capital Supply Removal;x
EVTDESC7777916;Remove the supply increase in the capital for AI nations;x
EVTNAME77779161;Non-Capital Supply Removal;x
EVTDESC77779161;Remove the supply increase in the former capital;x
EVT7777916OPTA;Do it;x
bolivian_tin_production_title;New Industrial RGOs;x
bolivian_tin_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;x
romanian_copper_production_title;New Industrial RGOs;x
romanian_copper_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;x
serbian_copper_production_title;New Industrial RGOs;x
serbian_copper_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;x
alaskan_copper_production_title;New Industrial RGOs;x
alaskan_copper_production_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;x
brazilian_coal_title;New Industrial RGOs;x
brazilian_coal_desc;Advancements in technology allow us to mine previous unobtainable goods, bolstering supply for our industrial base.;x
EVTDESC5329627;We must decide who will lead our new Italian ally.;x
berlin_conference;Berlin Conference;x
hasmanifestdestiny;Manifest Destiny;x
EVTNAME7777917;New England requests unification;x
EVTDESC7777917;The government of New England, with the consent of its legislature, has requested unification with Canada. In return they ask for equal standing as full citizens. How shall we respond?;x
EVTOPTA7777917;Yes! We shall be united;x
EVTOPTB7777917;No, we seek to return to our homeland;x
EVTNAME7777918;The Exiling;x
EVTDESC7777918;We have lost. The Chartists are victorious and so we shall look across the seas, the shores and lands of Canada shall be our home. Maybe one day we will return, maybe not.;x
EVTOPTA7777918;So it is.;x
eng_to_canada_title;O Canada!;x
eng_to_canada_desc;It is time to make ourselves and our governmnet more reflective of the new political reality, we will forge ourselves anew!;x
accept_quebec_now_title;Coast to Coast;x
accept_quebec_now_desc;We must work with the french speakers of our land, and take Hudson Bay Company land under Crown control;x
releast_and_puppet_nen_title;New England, New Canada;x
releast_and_puppet_nen_desc;We request, no we DEMAND the freedom of the people of New England. We will go to Washington and enforce our demands like its 1812.;x
north_east_corridor_cores_title;The South East Corridor;x
north_east_corridor_cores_desc;Since integration of the New Englanders and acceptance of their culture, we can now assert control over these lands, and future rightful control, to the international community.;x
can_to_uk_title;Restore our United Kingdom;x
can_to_uk_desc;After our victory over the republicans, we can proclaim once more the United Kingdom of Great Britain and Ireland.;x
EVTNAME7777919;Our Common Values;x
EVTDESC7777919;With the reorganisation into the Republic, we will now set out the ideals and character of our nation in the new constitution and subsequent laws. We are restricted by the views of our citizens, and technology. How shall we focus ourselves?;x
EVTOPTA7777919;Liberty is paramount;x
EVTOPTB7777919;Equality is whats fair;x
EVTOPTC7777919;Order will reign;x
EVTOPTD7777919;Productivity enriches;x
EVTNAME7777920;Second French intervention in Mexico;x
EVTDESC7777920;Mexico has refused to repay debts owed to us, we can use this pretext (and whilst the USA is preoccupied with the Civil War) to invade an make a client out of Mexico.;x
EVT7777920OPTA;Yes, we shall install Maximilian I as Emperor;x
EVT7777920OPTB;No, Franco-American relations would suffer too greatly;x
EVTNAME7777921;Second French intervention in Mexico;x
EVTDESC7777921;We are attacked once more! Our second indpendence war is apon us! We must try to call on aid from the United States. As preoccupied as they are, it is our only hope for aid.;x
EVT7777921OPTA;Let us hope the Americans respond kindly in turn.;x
EVT7777921OPTB;No, we will not call on outside aid and intervention, this is our fight;x
EVTNAME7777922;Second French intervention in Mexico;x
EVTDESC7777922;European imperialism is back in the Americas, France seeks to impose their monarchichal ways on Mexico and control it once more, how shall we respond?;x
EVT7777922OPTA;We shall aid the Mexican Republic;x
EVT7777922OPTB;This does not concern us;x
start_mass_literacy_campaign_title;§EStart Mass Literacy Campaign§!;x
start_mass_literacy_campaign_desc;We can begin a mass education campaign to target the most illiterate citizens and raise their literacy. It will cost administrative effort, and other nations will be wary of the fast rise in the ability of populace.;x
EVTNAME7777923;The Literacy Campaign of $YEAR$;x
EVTDESC7777923;We have complied a list of areas most in need of targeted education to increase our literacy. Lower literacy citizens will gain more effect from the campaign, with higher literacy citizens seeing little to no effect, shall we proceed?;x
EVT7777923OPTA;Yes, our people must have the oppertunity education affords them;x
EVT7777923OPTB;No, the literacy of our populace is now sufficent;x
mass_literacy_in_progress;Mass Literacy Campaign;x
mass_literacy_in_progress_desc;There is currently a nationwide effort to educate the most needing of our populace.;x
EVTNAME7777924;Removing European Pops;x
EVTDESC7777924;They aren't needed in MP setup;x
EVTOPTA7777924;Restore the usual cultures;x
option_disable_euro_pops_title;§POption: Remove European pops§!;x
option_disable_euro_pops_desc;Remove specifically European culture pops (they are used as feeder pops for other pops to assimilate to when the USE exists).;x
bomber;Bomber;x
bomber_desc;A bomber is a combat aircraft designed to attack ground and naval targets by dropping air-to-ground weaponry (such as bombs), launching torpedoes, or deploying air-launched cruise missiles.;x
plane;Fighter;x
pan_european_group;Pan-European;x
civilize_ai_countries_title;Auto Westernise;x
civilize_ai_countries_desc;Westernise the slow ai countries - cleanup;x
ITA_annex_ITS_title;Unite the Peninsula;
ITA_annex_ITS_desc;Merge our two union states;x
global_1836_setup_title;World Bank Neutrality;x
global_1836_setup_desc;Prevent CB justification on the World Bank;x
changing_executive;Changing Executive;x
UK_NAME;UK Puppet Dominions;x
UK_DESC;Canada and Australia are released as puppets to pick at the start. The UK can then go on to release them from puppet status via generic release vassal decision if they so want to.;x
SUPPLY_LOAD_STATUS_DESC_BASIC;The total §Ysupply throughput§! of all our §Ynaval ports§! will always be sufficient for any navy we maintain.;x
french_can_primary_title;Our French Legacy;x
french_can_primary_desc;The core of our nation stems from the initial French landings in Quebec, whilst the English Canadians are a key part of our nation, it is the French Canadians that laid its foundations.;x
accept_hatians_title;Francais Brothers;x
accept_hatians_desc;Now Haiti is under our control we should reconcile with the inhabitants of the island, led by our common language.;x
OCE;Oceania;x
IDO_democracy;Indochina;x
IDO_absolute_monarchy;Empire of Indochina;x
IDO_prussian_constitutionalism;Empire of Indochina;x
IDO_hms_government;Indochina;x
IDO_presidential_dictatorship;Indochina;x
IDO_bourgeois_dictatorship;Free Indochina;x
IDO_proletarian_dictatorship;The Peoples Republic of Indochina;x
IDO_fascist_dictatorship;The Indochinese State;x
IDO_ADJ;Indochinese;x
unite_indochina_title;Form Indochina;x
unite_indochina_desc;We have established control over the indochinese region and can now proclaim a new union!;x
accept_ido_title;Accept Our People;
accept_ido_desc;We must work with the people of our lands, so that we prosper together.;x
expand_ido_title;The Western Border;x
expand_ido_desc;We must shorten our border to the west, let us claim the lands to the Bankok border to secure our western flank.;x
request_canadian_lands_title;Complete East Canada;x
request_canadian_lands_desc;We will formally request at the British Embassy for all our lands to be returned unto us.;x
EVTNAME7777925;Canada Requests Land Grant;x
EVTDESC7777925;The government of Canada has formally requested of us to hand over our directly administered territories in the north of the Americas. They are far better situated to administer it, and in light of our alliance we should consider this request seriously.;x
EVT7777925OPTA;We accept;x
EVT7777925OPTB;No, not this time;x
liberal_revolution_in_progress;Liberal Revolution in Progress;x
cop_onto_egypt_title;Home of the Great Church of Antioch;x
cop_onto_egypt_desc;Egypt is our right to claim, we will establish Coptic control over it once more!;x
KNI;The Knights Hospitaller;;;;;;;;;;;;;;;;;;;;;;;;x
KNI_ADJ;Hospitaller;;;;;;;;;;;;;;;;;;;;;;;;x
KHT_ADJ;Haïtian;;;;;;;;;;;;x
KHT;Royaume d'Haïti;;;;;;;;;;;;x
DMG_ADJ;Colonial French;;;;;;;;;;;;x
DMG;Saint-Domingue;;;;;;;;;;;;x
AFS;Afsharid Empire;;;;;;;;;;;;;;;;;;;;;;x
AFS_ADJ;Afshar;;;;;;;;;;;;;;;;;;;;;;x
AFS_absolute_monarchy;Afsharid Empire;;;;;;;;;;;;;;;;;;;;;;x
AFS_prussian_constitutionalism;Afsharid Empire;;;;;;;;;;;;;;;;;;;;;;x
AFS_hms_government;Afsharid Iran;;;;;;;;;;;;;;;;;;;;;;x
AFS_democracy;Afsharid Republic;;;;;;;;;;;;;;;;;;;;;;x
AFS_fascist_dictatorship;Afshar State;;;;;;;;;;;;;;;;;;;;;;x
AFS_proletarian_dictatorship;Commune of Afshar Iran;;;;;;;;;;;;;;;;;;;;;;x
SVD_ADJ;Safavid;;;;;;;;;;;;x
SVD;Safavid Empire;;;;;;;;;;;;x
ADU_ADJ;Anglo-Dutch;;;;;;;;;;;;;
ADU_absolute_monarchy;Anglo-Dutch Commonwealth;;;;;;;;;;;;;
ADU_prussian_constitutionalism;Anglo-Dutch Union;;;;;;;;;;;;;
ADU_hms_government;Anglo-Dutch Union;;;;;;;;;;;;;
ADU_democracy;Anglo-Dutch Republics;;;;;;;;;;;;;
ADU_proletarian_dictatorship;United Socialist Republics;;;;;;;;;;;;;
ADU_fascist_dictatorship;United Provinces;;;;;;;;;;;;;
ATQ_ADJ;French Antarctiquan;;;;;;;;;;;;;
ATQ;Antarctique;;;;;;;;;;;;;
ARU_theocracy;The Islamic Imamate;;;;;;;;;;;;;x
NFR;Nouvelle-France;;;;;;;;;;;;;x
NFR_ADJ;Nouveau Français;;;;;;;;;;;;;x
HAI_debts;Gaining Haitian Debt;;;;;;;;;;;;;
collect_HAI_debt_title;Demand Haitian Reparations;;;;;;;;;;;;;;;;;;;;;;;;x
collect_HAI_debt_desc;Haiti has long agreed to paying the french government reparations for their Revolution. It is once again time to demand money from them.;;;;;;;;;;;;;;;;;;;;;;;;x
french_defeated_again_title;Force French Unilateral recognition of Haiti;;;;;;;;;;;;;;;;;;;;;;;;x
french_defeated_again_desc;After Defeating the French after they wrongfully demanded money for us being free, we went to war and once again we have won and the French are fleeing to Paris, thus we are regonized and does not have to pay money for existing.;;;;;;;;;;;;;;;;;;;;;;;;x
end_rural_code_title;End the Code Rural;;;;;;;;;;;;;
end_rural_code_desc;The Rural code was inacted in order to pay French Debts but since then it has failed to force the people back onto the plantations and are alieanating them we must reform our economic system.;;;;;;;;;;;;;
recognize_dr_title;Recognize the Dominican State;;;;;;;;;;;;;
recognize_dr_desc;We have lost countrol of the Eastern half of Hayti, it is time we recoginze Dominican independence in order to move on from the past.;;;;;;;;;;;;;
